"filename", "language", "JSON with Comments", "JSON", "JavaScript", "TypeScript", "Markdown", "TypeScript JSX", "CSS", "comment", "blank", "total"
"c:\Users\Bartuś\Desktop\repos\moviesapptest\movies-app\movies-app\modules\reviews\utils\formatDate.ts", "TypeScript", 0, 0, 0, 15, 0, 0, 0, 0, 4, 19
"c:\Users\Bartuś\Desktop\repos\moviesapptest\movies-app\movies-app\modules\ui\Button\BaseButton\BaseButton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 61, 0, 0, 8, 69
"c:\Users\Bartuś\Desktop\repos\moviesapptest\movies-app\movies-app\modules\ui\Button\Button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 16, 0, 0, 4, 20
"c:\Users\Bartuś\Desktop\repos\moviesapptest\movies-app\movies-app\modules\ui\Button\Link.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 12, 0, 0, 3, 15
"c:\Users\Bartuś\Desktop\repos\moviesapptest\movies-app\movies-app\modules\ui\ErrorMessage\ErrorMessage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 15, 0, 0, 3, 18
"c:\Users\Bartuś\Desktop\repos\moviesapptest\movies-app\movies-app\modules\ui\GoBackButton\GoBackButton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 16, 0, 0, 4, 20
"c:\Users\Bartuś\Desktop\repos\moviesapptest\movies-app\movies-app\modules\ui\Modal\Modal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 61, 0, 0, 4, 65
"c:\Users\Bartuś\Desktop\repos\moviesapptest\movies-app\movies-app\modules\ui\Modal\useDisclosure\useDisclosure.ts", "TypeScript", 0, 0, 0, 17, 0, 0, 0, 0, 3, 20
"c:\Users\Bartuś\Desktop\repos\moviesapptest\movies-app\movies-app\modules\ui\ReviewPreview\ReviewPreview.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 67, 0, 0, 6, 73
"c:\Users\Bartuś\Desktop\repos\moviesapptest\movies-app\movies-app\modules\ui\ReviewPreview\ReviewPreviewSkeleton\ReviewPreviewSkeleton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 4, 0, 0, 2, 6
"c:\Users\Bartuś\Desktop\repos\moviesapptest\movies-app\movies-app\modules\ui\Text\Text.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 26, 0, 0, 7, 33
"c:\Users\Bartuś\Desktop\repos\moviesapptest\movies-app\movies-app\modules\ui\UnauthorizedBox\UnauthorizedBox.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 16, 0, 0, 2, 18
"c:\Users\Bartuś\Desktop\repos\moviesapptest\movies-app\movies-app\modules\users\hooks\useLogin\apiUseLogin.ts", "TypeScript", 0, 0, 0, 14, 0, 0, 0, 0, 4, 18
"c:\Users\Bartuś\Desktop\repos\moviesapptest\movies-app\movies-app\modules\users\hooks\useLogin\useLogin.ts", "TypeScript", 0, 0, 0, 23, 0, 0, 0, 0, 3, 26
"c:\Users\Bartuś\Desktop\repos\moviesapptest\movies-app\movies-app\modules\users\hooks\useLogout\apiUseLogout.ts", "TypeScript", 0, 0, 0, 6, 0, 0, 0, 0, 3, 9
"c:\Users\Bartuś\Desktop\repos\moviesapptest\movies-app\movies-app\modules\users\hooks\useLogout\useLogout.ts", "TypeScript", 0, 0, 0, 21, 0, 0, 0, 0, 3, 24
"c:\Users\Bartuś\Desktop\repos\moviesapptest\movies-app\movies-app\modules\users\hooks\useSignup\apiUseSignup.ts", "TypeScript", 0, 0, 0, 23, 0, 0, 0, 0, 5, 28
"c:\Users\Bartuś\Desktop\repos\moviesapptest\movies-app\movies-app\modules\users\hooks\useSignup\useSignup.ts", "TypeScript", 0, 0, 0, 28, 0, 0, 0, 0, 4, 32
"c:\Users\Bartuś\Desktop\repos\moviesapptest\movies-app\movies-app\modules\users\hooks\useUser\useUser.ts", "TypeScript", 0, 0, 0, 8, 0, 0, 0, 0, 2, 10
"c:\Users\Bartuś\Desktop\repos\moviesapptest\movies-app\movies-app\modules\users\utils\getCurrentUser\getCurrentUser.ts", "TypeScript", 0, 0, 0, 8, 0, 0, 0, 0, 2, 10
"c:\Users\Bartuś\Desktop\repos\moviesapptest\movies-app\movies-app\next.config.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 1, 1, 11
"c:\Users\Bartuś\Desktop\repos\moviesapptest\movies-app\movies-app\package-lock.json", "JSON", 0, 9177, 0, 0, 0, 0, 0, 0, 1, 9178
"c:\Users\Bartuś\Desktop\repos\moviesapptest\movies-app\movies-app\package.json", "JSON", 0, 46, 0, 0, 0, 0, 0, 0, 1, 47
"c:\Users\Bartuś\Desktop\repos\moviesapptest\movies-app\movies-app\postcss.config.js", "JavaScript", 0, 0, 6, 0, 0, 0, 0, 0, 1, 7
"c:\Users\Bartuś\Desktop\repos\moviesapptest\movies-app\movies-app\services\supabase.mjs", "JavaScript", 0, 0, 6, 0, 0, 0, 0, 0, 1, 7
"c:\Users\Bartuś\Desktop\repos\moviesapptest\movies-app\movies-app\tailwind.config.ts", "TypeScript", 0, 0, 0, 24, 0, 0, 0, 1, 1, 26
"c:\Users\Bartuś\Desktop\repos\moviesapptest\movies-app\movies-app\tsconfig.json", "JSON with Comments", 27, 0, 0, 0, 0, 0, 0, 0, 1, 28
"Total", "-", 30, 9231, 21, 995, 23, 2482, 23, 3, 579, 13387
